DateTime,Open,High,Low,Close,Volume,log_ret,fracdiff
2022-01-02 14:00:00,47137.35,47202.39,47020.0,47112.55,617.66611,-0.0005262605174617825,
2022-01-02 15:00:00,47112.54,47390.0,47071.27,47340.47,784.16369,0.004826112333526164,
2022-01-02 16:00:00,47340.47,47886.0,47273.64,47792.3,1367.5695,0.00949900643957418,
2022-01-02 17:00:00,47792.29,47990.0,47317.46,47401.14,1440.59237,-0.008218259610527358,
2022-01-02 18:00:00,47401.14,47401.14,46654.0,47058.12,1852.33799,-0.007262845544771429,
2022-01-02 19:00:00,47056.43,47217.1,46851.51,46907.68,937.38607,-0.003202018788484238,
2022-01-02 20:00:00,46907.67,47050.0,46815.17,47007.14,570.22257,0.002118090354301868,
2022-01-02 21:00:00,47007.14,47187.98,46913.27,47018.03,432.59568,0.00023164010336150832,
2022-01-02 22:00:00,47017.98,47398.99,47014.84,47255.38,683.72196,0.0050353647226409675,
2022-01-02 23:00:00,47255.39,47469.34,47255.38,47286.18,749.48136,0.0006515653240681245,
2022-01-03 00:00:00,47286.18,47289.11,47050.0,47050.08,734.11794,-0.005005508867094343,
2022-01-03 01:00:00,47050.09,47138.78,46950.0,47116.71,628.0558,0.001415148825179001,
2022-01-03 02:00:00,47116.22,47116.71,46858.44,46999.98,781.70714,-0.002480538995878773,
2022-01-03 03:00:00,46999.98,47084.8,46722.39,46793.26,850.43854,-0.0044080007199266665,
2022-01-03 04:00:00,46793.27,46944.77,46750.0,46822.26,688.49875,0.0006195554097788472,
2022-01-03 05:00:00,46822.26,47211.09,46750.13,47078.64,918.62173,0.005460664106083487,
2022-01-03 06:00:00,47078.64,47100.0,46877.84,46923.75,596.63069,-0.0032954511087516037,
2022-01-03 07:00:00,46923.75,47080.0,46852.38,47051.37,635.22586,0.002716039701849135,
2022-01-03 08:00:00,47051.36,47135.97,46922.27,46978.82,684.64114,-0.0015431217228528188,
2022-01-03 09:00:00,46978.81,47109.25,46778.0,46984.55,987.07117,0.00012196242018790558,
2022-01-03 10:00:00,46984.56,47251.19,46981.84,47126.02,1138.98932,0.003006465831847177,
2022-01-03 11:00:00,47126.02,47431.67,47125.48,47378.0,1451.6891,0.005332695839666316,
2022-01-03 12:00:00,47378.0,47570.0,47175.01,47194.39,1183.63545,-0.0038829563405548204,
2022-01-03 13:00:00,47194.39,47495.96,47127.51,47153.5,813.8378299999999,-0.0008667920938168233,
2022-01-03 14:00:00,47153.5,47285.39,46765.0,46874.53,1711.43,-0.005933779927922597,
2022-01-03 15:00:00,46874.53,47018.0,46575.25,46693.45,1754.81723,-0.0038705596950311264,
2022-01-03 16:00:00,46693.44,46780.0,46263.29,46482.34,3415.75302,-0.004531442368103174,
2022-01-03 17:00:00,46482.34,46790.0,46411.78,46577.15,1121.75227,0.0020376220158416854,
2022-01-03 18:00:00,46577.16,46740.96,46412.99,46472.73,662.25,-0.0022443885759493424,
2022-01-03 19:00:00,46475.6,46645.34,46360.0,46360.01,661.7066,-0.0024284547756786607,
2022-01-03 20:00:00,46360.01,46413.47,45696.0,45922.0,3127.50381,-0.009492929104888746,
2022-01-03 21:00:00,45922.01,46260.44,45811.87,45979.01,1055.66747,0.0012406829329282833,
2022-01-03 22:00:00,45979.01,46439.97,45961.59,46217.9,1002.70049,0.005182180934603031,
2022-01-03 23:00:00,46217.91,46576.94,46170.64,46446.1,1055.33575,0.004925331548887333,
2022-01-04 00:00:00,46446.1,46549.19,46150.0,46244.37,1055.75335,-0.004352773667210454,
2022-01-04 01:00:00,46244.37,46404.94,46040.79,46054.99,771.65428,-0.004103609510554783,
2022-01-04 02:00:00,46054.99,46268.72,45934.5,46103.36,1021.46917,0.0010497150706708946,
2022-01-04 03:00:00,46103.36,46383.77,46001.23,46313.97,755.88587,0.0045578110641066975,
2022-01-04 04:00:00,46313.96,46411.12,45996.26,46100.14,2070.6589,-0.004627656568915199,
2022-01-04 05:00:00,46100.14,46292.15,46016.24,46151.66,869.60169,0.0011169430917597441,
2022-01-04 06:00:00,46148.23,46390.04,46058.51,46367.53,1240.05303,0.00466649981989495,
2022-01-04 07:00:00,46367.53,46600.21,46322.09,46550.0,1554.0381,0.003927573937074125,
2022-01-04 08:00:00,46549.99,46682.06,46385.61,46489.73,1316.31063,-0.001295575738028209,
2022-01-04 09:00:00,46489.72,46599.53,46300.0,46356.21,856.18802,-0.002876164365256139,
2022-01-04 10:00:00,46356.21,46772.41,46300.0,46625.37,1162.38531,0.00578954996953731,
2022-01-04 11:00:00,46625.37,46765.05,46616.46,46733.77,1351.64824,0.002322216093977093,
2022-01-04 12:00:00,46733.78,46763.0,46479.25,46641.53,897.32283,-0.00197568371943246,
2022-01-04 13:00:00,46641.52,47069.01,46410.0,46955.22,1511.87787,0.006703035618751854,
2022-01-04 14:00:00,46955.22,47500.1,46805.54,47333.38,3051.43768,0.008021373265532365,
2022-01-04 15:00:00,47336.98,47557.54,46850.05,46925.35,2605.26496,-0.008657713692692953,
2022-01-04 16:00:00,46925.34,46925.35,46650.0,46767.27,1774.71297,-0.0033744418717899195,
2022-01-04 17:00:00,46767.28,46984.99,46522.91,46555.01,782.53703,-0.004548975143505731,
2022-01-04 18:00:00,46555.0,46719.78,45500.0,45750.0,4580.4104099999995,-0.017442832418639,
2022-01-04 19:00:00,45750.01,46454.86,45580.99,46052.36,2717.79608,0.0065872183093982,
2022-01-04 20:00:00,46052.35,46428.27,45957.52,46264.92,1111.32358,0.004604996499651782,
2022-01-04 21:00:00,46264.92,46322.89,46026.75,46221.89,713.51555,-0.0009305111313666257,
2022-01-04 22:00:00,46221.89,46262.39,45977.78,46159.91,671.3149999999999,-0.001341822941304876,
2022-01-04 23:00:00,46159.91,46159.91,45760.05,45832.01,1048.25305,-0.007128917163490358,
2022-01-05 00:00:00,45832.01,46298.56,45722.21,46271.57,1006.79621,0.009544978321800159,
2022-01-05 01:00:00,46271.56,46333.22,46111.5,46111.5,726.20925,-0.003465357022363721,
2022-01-05 02:00:00,46111.5,46390.15,46111.5,46296.95,639.23432,0.004013707598476554,
2022-01-05 03:00:00,46296.96,46549.0,46296.95,46422.55,662.4009100000001,0.002709248363625915,
2022-01-05 04:00:00,46422.56,46527.39,46350.65,46414.47,508.72042,-0.00017406849165133725,
2022-01-05 05:00:00,46419.0,46419.0,46246.01,46302.8,494.64292,-0.0024088296386793983,
2022-01-05 06:00:00,46302.79,46466.65,46251.1,46450.0,608.83518,0.0031740308342209597,
2022-01-05 07:00:00,46450.0,46490.2,46333.78,46407.51,572.8358,-0.0009151656762182524,
2022-01-05 08:00:00,46407.5,46681.61,46250.49,46642.07,961.44434,0.005041623978021597,
2022-01-05 09:00:00,46636.78,46949.0,46575.01,46858.94,1536.64847,0.004638888690233455,
2022-01-05 10:00:00,46858.93,47070.0,46697.79,46818.5,1629.77569,-0.0008633882931073662,
2022-01-05 11:00:00,46818.5,46869.25,46110.0,46270.99,1495.93677,-0.01176322511574833,
2022-01-05 12:00:00,46271.0,46348.2,45803.67,46229.99,1882.06245,-0.0008864771526736624,
2022-01-05 13:00:00,46229.99,46466.66,46112.59,46440.01,1021.81875,0.004532650470923235,
2022-01-05 14:00:00,46440.0,46822.17,46150.35,46689.52,1923.9871699999999,0.0053583561947231064,
2022-01-05 15:00:00,46689.52,46822.16,46368.63,46622.53,1228.3942,-0.001435827666606508,
2022-01-05 16:00:00,46622.53,46674.37,46282.05,46301.62,1014.13701,-0.006906951008450299,
2022-01-05 17:00:00,46301.62,46469.66,46001.0,46010.72,1192.45603,-0.006302536864001949,
2022-01-05 18:00:00,46010.72,46365.68,45550.0,45919.92,3668.50105,-0.0019754029674279973,
2022-01-05 19:00:00,45919.93,46118.85,44500.0,44685.93,7383.66525,-0.027240322879594676,
2022-01-05 20:00:00,44685.93,44847.99,43722.54,43967.01,8054.81116,-0.016219106999078945,
2022-01-05 21:00:00,43967.01,44331.42,43422.54,43606.37,3844.19955,-0.00823633937012065,
2022-01-05 22:00:00,43602.49,43815.2,42500.0,43437.05,6856.6407,-0.0038904770416017544,
2022-01-05 23:00:00,43437.04,43709.12,43212.0,43451.13,2869.96497,0.0003240947185965868,
2022-01-06 00:00:00,43451.14,43772.41,43261.62,43680.94,2221.24911,0.005274993073899465,
2022-01-06 01:00:00,43680.94,43816.0,43306.48,43542.69,1908.16444,-0.0031700151844813677,
2022-01-06 02:00:00,43542.69,43618.34,43150.05,43259.54,1450.03547,-0.0065240490783209275,
2022-01-06 03:00:00,43259.55,43310.69,42803.37,42835.0,2327.84721,-0.009862261672805217,
2022-01-06 04:00:00,42835.0,43159.17,42600.05,43029.73,3057.2784,0.0045357467227397415,
2022-01-06 05:00:00,43029.73,43246.37,42800.0,43050.01,1649.15193,0.00047119102300297304,
2022-01-06 06:00:00,43050.0,43231.85,42902.65,43102.28,1265.54726,0.0012134327808027599,
2022-01-06 07:00:00,43102.28,43275.8,42987.73,43245.25,1176.4133199999999,0.003311504814358639,
2022-01-06 08:00:00,43245.26,43273.87,42900.0,43055.41,1527.52833,-0.0043995099506047,
2022-01-06 09:00:00,43055.42,43089.86,42430.58,42597.87,2907.67194,-0.010683638781023545,
2022-01-06 10:00:00,42597.87,42960.0,42568.22,42878.88,1969.46675,0.0065751449931607,
2022-01-06 11:00:00,42878.87,42974.21,42677.28,42878.34,1347.12718,-1.2593691819910742e-05,
2022-01-06 12:00:00,42878.33,43077.0,42632.44,43062.76,1642.32739,0.00429178316487542,
2022-01-06 13:00:00,43062.77,43200.0,42900.0,43150.01,1886.14994,0.0020240627876210683,
2022-01-06 14:00:00,43150.0,43267.09,42761.9,42805.5,2175.95621,-0.008016050274490366,
2022-01-06 15:00:00,42805.5,43019.71,42666.0,42950.01,1709.80241,0.003370282254477933,
2022-01-06 16:00:00,42950.02,43131.76,42725.09,42882.22,1684.4855499999999,-0.0015795934486456744,
2022-01-06 17:00:00,42882.23,43175.66,42790.89,43005.29,1218.07748,0.002865843572173868,
2022-01-06 18:00:00,43005.3,43400.0,42982.05,43369.04,1267.01944,0.008422691103213299,
2022-01-06 19:00:00,43369.04,43508.78,43224.73,43438.1,1330.94921,0.001591113693403553,
2022-01-06 20:00:00,43438.11,43581.3,43111.57,43221.5,1292.4114,-0.004998879548199903,
2022-01-06 21:00:00,43221.5,43253.29,43066.04,43120.64,779.82229,-0.0023362878399008635,
2022-01-06 22:00:00,43120.63,43236.73,43007.81,43180.97,528.19132,0.0013981201469465312,
2022-01-06 23:00:00,43180.96,43241.41,43053.94,43082.31,557.69907,-0.0022874169175582325,
2022-01-07 00:00:00,43082.3,43145.83,42738.0,42788.15,1388.76561,-0.006851276927009637,
2022-01-07 01:00:00,42788.15,43030.5,42785.56,43008.9,699.84938,0.005145875927486404,
2022-01-07 02:00:00,43008.9,43030.0,42771.59,42799.13,747.90157,-0.004889295742668393,
2022-01-07 03:00:00,42799.12,42827.07,41577.77,41803.11,6273.84627,-0.02354703660144783,
2022-01-07 04:00:00,41803.11,41909.23,41000.0,41700.33,6290.72537,-0.002461696234393486,
2022-01-07 05:00:00,41700.33,41950.0,41524.94,41851.33,2331.60741,0.003614534155261947,
2022-01-07 06:00:00,41851.33,41853.19,41409.95,41529.14,1875.03696,-0.0077282270915035485,
2022-01-07 07:00:00,41529.15,41731.36,41206.9,41706.71,2325.13466,0.004266677624642897,
2022-01-07 08:00:00,41706.71,42883.47,41607.5,42088.61,3719.93086,0.009115130634879455,
2022-01-07 09:00:00,42088.61,42628.34,42060.0,42422.56,1591.9884,0.00790313844185876,
2022-01-07 10:00:00,42422.57,42533.43,42168.0,42172.83,1278.56313,-0.0059041213814869575,
2022-01-07 11:00:00,42172.84,42350.73,42161.0,42258.62,1036.72745,0.0020321818356633776,
2022-01-07 12:00:00,42258.62,42500.0,42258.62,42400.0,975.52441,0.003340005576088342,
2022-01-07 13:00:00,42400.0,42766.17,41200.0,41489.22,5136.68431,-0.021714727780626032,
2022-01-07 14:00:00,41489.19,42132.98,41398.13,41894.4,2577.29371,0.009718531987328805,
2022-01-07 15:00:00,41894.4,41915.36,40610.0,41319.11,5256.5439400000005,-0.01382706163134469,
2022-01-07 16:00:00,41310.85,42315.85,40917.66,42135.26,4909.62675,0.019559815033992296,
2022-01-07 17:00:00,42137.38,42166.86,41749.06,41993.48,1186.96985,-0.003370551709812468,
2022-01-07 18:00:00,41993.68,42000.0,41520.0,41707.64,880.73461,-0.006830042684968241,
2022-01-07 19:00:00,41707.04,41898.33,41516.0,41775.38,893.4115,0.001622845337095396,
2022-01-07 20:00:00,41775.38,42054.0,41597.15,41922.2,1109.53468,0.0035083487621648604,
2022-01-07 21:00:00,41922.19,42035.0,41845.46,41875.01,596.35057,-0.0011262906005698847,
2022-01-07 22:00:00,41875.0,41879.42,41350.0,41541.82,973.4074,-0.007988598270871842,
2022-01-07 23:00:00,41541.83,41599.92,41336.82,41566.48,780.34938,0.0005934425496303391,
2022-01-08 00:00:00,41566.48,42115.2,41558.0,41991.89,1244.69199,0.010182431170056567,
2022-01-08 01:00:00,41991.89,42246.37,41847.48,41883.41,1168.11943,-0.0025866985986748446,
2022-01-08 02:00:00,41883.42,41944.44,41693.42,41882.85,623.26458,-1.3370538448605431e-05,
2022-01-08 03:00:00,41882.86,41911.86,41641.27,41810.91,510.16918000000004,-0.0017191250032873155,
2022-01-08 04:00:00,41810.92,41991.2,41760.0,41900.92,471.07045,0.0021504734680359893,
2022-01-08 05:00:00,41900.92,41999.99,41836.14,41971.7,517.64026,0.0016877979202832287,
2022-01-08 06:00:00,41971.7,41994.66,41739.0,41922.23,625.30663,-0.0011793464851105272,
2022-01-08 07:00:00,41922.22,41975.44,41841.04,41913.58,521.47279,-0.00020635573344367927,
2022-01-08 08:00:00,41913.59,42177.94,41882.19,41964.88,947.1604,0.0012231985755654913,
2022-01-08 09:00:00,41964.87,42187.2,41954.7,42163.71,860.34897,0.004726820459060785,
2022-01-08 10:00:00,42163.71,42200.0,41790.7,41918.66,839.11518,-0.005828824610948207,
2022-01-08 11:00:00,41918.66,41972.0,41767.16,41940.22,674.67737,0.0005141971959328875,
2022-01-08 12:00:00,41940.22,42063.23,41773.47,41876.31,744.96865,-0.001524997810953522,
2022-01-08 13:00:00,41876.32,42037.75,41610.0,41905.0,1003.98627,0.0006848783128705162,
2022-01-08 14:00:00,41904.99,41997.71,41715.0,41741.27,709.21182,-0.003914823915240939,
2022-01-08 15:00:00,41746.29,41799.04,41400.0,41613.33,1713.01211,-0.0030697790036939275,
2022-01-08 16:00:00,41609.6,41740.53,41238.08,41346.01,1715.07063,-0.006444625167472858,
2022-01-08 17:00:00,41346.02,41398.45,40801.0,40842.12,3416.24626,-0.012262021623006191,
2022-01-08 18:00:00,40842.11,41314.11,40501.0,40679.82,4373.31437,-0.003981755449646733,
2022-01-08 19:00:00,40679.82,41100.0,40520.0,40831.07,3045.11478,0.0037111648172145646,
2022-01-08 20:00:00,40831.06,41175.32,40720.0,40975.37,1424.80734,0.0035278432763789598,
2022-01-08 21:00:00,40975.36,42061.32,40923.39,41769.03,2802.28914,0.019184001345610248,
2022-01-08 22:00:00,41769.03,42300.0,41740.31,41911.11,2006.54953,0.0033957910809355404,
2022-01-08 23:00:00,41911.1,41948.94,41656.02,41679.74,995.12298,-0.0055357874901318166,
2022-01-09 00:00:00,41679.74,41831.25,41388.13,41773.24,1485.82226,0.0022407837113263963,
2022-01-09 01:00:00,41773.24,41924.57,41596.43,41809.67,883.65676,0.0008717093555815476,
2022-01-09 02:00:00,41809.66,42170.11,41775.9,42098.99,1140.15501,0.0068960974130227,
2022-01-09 03:00:00,42098.99,42105.62,41792.0,41833.89,746.09555,-0.006316973313643792,
2022-01-09 04:00:00,41833.9,42103.31,41800.78,42079.41,884.47963,0.005851770830510208,
2022-01-09 05:00:00,42079.4,42097.44,41715.44,41765.9,594.2152600000001,-0.007478330298902776,
2022-01-09 06:00:00,41765.89,41948.4,41681.17,41873.62,566.39155,0.002575817258604402,
2022-01-09 07:00:00,41873.62,41908.55,41778.95,41791.51,415.68476,-0.001962825525090043,
2022-01-09 08:00:00,41791.5,41949.99,41615.32,41666.67,789.93569,-0.0029916802190364396,
2022-01-09 09:00:00,41666.66,41766.8,41470.34,41510.01,858.20496,-0.0037669256634639925,
2022-01-09 10:00:00,41510.0,41728.65,41410.0,41644.7,705.73465,0.003239506644684551,
2022-01-09 11:00:00,41644.7,41990.0,41642.54,41857.62,783.60595,0.005099749598779652,
2022-01-09 12:00:00,41857.62,41923.39,41665.46,41746.98,553.97717,-0.002646745862991307,
2022-01-09 13:00:00,41746.98,41894.01,41469.48,41470.0,922.91336,-0.006656839092907207,
2022-01-09 14:00:00,41470.0,41743.26,41469.99,41535.93,628.73613,0.0015885615368608408,
2022-01-09 15:00:00,41535.93,41681.89,41200.02,41621.11,1262.20157,0.002048654684957575,
2022-01-09 16:00:00,41621.11,42146.25,41556.49,42143.04,1325.34768,0.012462055778035634,
2022-01-09 17:00:00,42143.05,42200.0,41880.01,42094.59,1198.07276,-0.001150317390044038,
2022-01-09 18:00:00,42094.48,42279.0,41861.94,41966.99,1271.89519,-0.0030358719881853264,
2022-01-09 19:00:00,41966.99,42740.0,41928.01,42695.26,2007.3352399999999,0.01720455016716719,
2022-01-09 20:00:00,42695.27,42786.7,42368.0,42439.38,1156.7954300000001,-0.00601120226757648,
2022-01-09 21:00:00,42439.38,42557.36,42286.67,42300.0,568.89483,-0.0032896187272731564,
2022-01-09 22:00:00,42300.01,42497.26,42080.01,42205.37,749.07543,-0.0022396219211772393,
2022-01-09 23:00:00,42205.36,42282.3,41766.43,41864.62,1225.16744,-0.008106385310312558,
2022-01-10 00:00:00,41864.62,42037.05,41623.67,41655.18,1083.2151,-0.005015348193267568,
2022-01-10 01:00:00,41655.18,41850.0,41601.0,41815.32,656.91367,0.0038370489329198373,
2022-01-10 02:00:00,41815.32,41997.9,41711.95,41927.71,746.59629,0.0026841652965844008,
2022-01-10 03:00:00,41927.7,41990.99,41852.49,41967.59,603.35126,0.0009507088717433552,
2022-01-10 04:00:00,41967.59,42248.5,41925.61,42187.22,1026.65893,0.005219677844963791,
2022-01-10 05:00:00,42187.22,42230.84,41967.11,42031.29,641.96551,-0.00370299066506374,
2022-01-10 06:00:00,42031.3,42048.63,41811.7,41925.01,823.59986,-0.0025317946782096815,
2022-01-10 07:00:00,41925.01,42149.31,41901.0,42042.38,723.8609,0.002795610925658338,
2022-01-10 08:00:00,42042.38,42116.61,41712.99,41816.84,997.44685,-0.005379027942620251,
2022-01-10 09:00:00,41808.96,41937.41,41710.96,41796.01,709.978,-0.0004982487842698185,
2022-01-10 10:00:00,41796.01,41986.0,41742.23,41778.88,628.09437,-0.0004099317448072212,
2022-01-10 11:00:00,41778.88,41793.85,41455.0,41565.34,1756.67489,-0.005124301775677926,
2022-01-10 12:00:00,41565.33,41616.72,40916.98,40930.0,3223.67692,-0.015403356404384238,
2022-01-10 13:00:00,40930.01,41057.52,40716.0,40774.0,2678.34877,-0.0038186671293644584,
2022-01-10 14:00:00,40774.01,41275.92,39650.0,40786.57,12877.43442,0.0003082371812635149,
2022-01-10 15:00:00,40786.57,41200.0,40555.87,40984.33,3880.93354,0.0048369379709755295,
2022-01-10 16:00:00,40984.34,41985.99,40850.03,41904.4,4663.47158,0.022201034820713117,
2022-01-10 17:00:00,41904.4,42121.63,40564.89,41184.45,5819.36057,-0.017330075420451174,
2022-01-10 18:00:00,41184.44,41723.87,41118.36,41604.58,1816.05456,0.010149499433478948,
2022-01-10 19:00:00,41604.58,41698.07,41205.65,41297.15,1358.54117,-0.007416767038973261,
2022-01-10 20:00:00,41297.15,41779.46,41158.99,41714.72,1245.44049,0.010060573795725104,
2022-01-10 21:00:00,41716.81,41985.0,41562.38,41714.13,1365.38265,-1.414378839006651e-05,
2022-01-10 22:00:00,41714.14,41849.45,41500.0,41604.98,729.88329,-0.0026200486884640694,
2022-01-10 23:00:00,41604.98,41892.87,41503.56,41822.49,672.2866,0.005214361476700864,
2022-01-11 00:00:00,41822.49,41878.78,41583.43,41593.7,869.73683,-0.005485519626544514,
2022-01-11 01:00:00,41593.69,42062.91,41544.64,41928.82,1240.9619,0.008024705154028009,
2022-01-11 02:00:00,41928.82,42400.01,41818.18,42173.77,1875.33837,0.0058250451649402915,
2022-01-11 03:00:00,42173.77,42277.99,42056.8,42277.98,948.11009,0.0024679193241586997,
2022-01-11 04:00:00,42277.99,42387.78,42123.03,42304.65,1170.50674,0.0006306259543801318,
2022-01-11 05:00:00,42304.65,42315.79,42021.71,42110.0,897.6433000000001,-0.004611766914651803,
2022-01-11 06:00:00,42110.0,42232.68,41971.37,42105.0,990.30927,-0.00011874369188094364,
2022-01-11 07:00:00,42104.99,42280.0,42069.73,42211.05,824.67137,0.002515536624949412,
2022-01-11 08:00:00,42212.21,42627.66,41930.01,41991.78,2197.68722,-0.005208150263790901,
2022-01-11 09:00:00,41991.78,42148.04,41843.13,41984.8,1058.9429,-0.0001662368249831116,
2022-01-11 10:00:00,41984.79,42066.61,41575.0,41631.02,1544.92365,-0.00846208555003121,
2022-01-11 11:00:00,41631.02,41944.0,41584.86,41809.99,1271.07829,0.004289743723114964,
2022-01-11 12:00:00,41809.99,41956.45,41722.23,41812.69,946.89068,6.457578257330157e-05,
2022-01-11 13:00:00,41812.7,41899.0,41586.03,41701.52,1163.91865,-0.002662302994019587,
2022-01-11 14:00:00,41700.74,41823.01,41268.93,41642.0,2261.4602,-0.001428305646766052,
2022-01-11 15:00:00,41639.51,42200.0,41440.69,41733.93,2972.86186,0.0022051936872838213,
2022-01-11 16:00:00,41733.92,42925.07,41680.44,42705.24,4848.73177,0.02300716231285792,
2022-01-11 17:00:00,42705.24,43100.0,42319.24,42549.01,4190.85853,-0.0036650413294417273,
2022-01-11 18:00:00,42549.01,42916.97,42353.07,42755.0,1416.65246,0.004829559604216205,
2022-01-11 19:00:00,42754.99,43086.7,42595.68,42972.05,1440.44569,0.005063756744057554,
2022-01-11 20:00:00,42972.04,43095.26,42692.19,42800.38,1219.60178,-0.004002923298965927,
2022-01-11 21:00:00,42797.62,42823.69,42643.74,42659.2,702.1038,-0.0033040211157895206,
2022-01-11 22:00:00,42664.71,42776.14,42597.41,42713.13,561.85993,0.0012634071759217412,
2022-01-11 23:00:00,42713.12,42886.28,42633.97,42729.29,681.14201,0.000378266444061254,
2022-01-12 00:00:00,42729.29,42965.0,42578.02,42675.0,1004.90689,-0.0012713648766993824,
2022-01-12 01:00:00,42675.03,42769.06,42562.2,42626.05,724.93634,-0.0011476999491363056,
2022-01-12 02:00:00,42626.04,42712.29,42450.0,42559.33,725.31326,-0.0015664663030962283,
2022-01-12 03:00:00,42559.34,42679.76,42494.72,42605.02,631.48372,0.0010729842800079636,
2022-01-12 04:00:00,42605.01,42733.87,42518.97,42629.9,784.28575,0.0005837983001953394,
2022-01-12 05:00:00,42629.91,42773.64,42560.0,42705.51,652.0021399999999,0.0017720667138298055,
2022-01-12 06:00:00,42705.51,42867.55,42600.01,42675.55,951.67503,-0.0007017950170599082,
2022-01-12 07:00:00,42675.54,42675.55,42463.13,42561.67,948.81146,-0.0026720737198700157,
2022-01-12 08:00:00,42561.66,42717.57,42508.69,42603.51,869.57762,0.0009825612619177799,
2022-01-12 09:00:00,42603.51,42909.92,42565.99,42796.83,1281.02538,0.004527390176919102,
2022-01-12 10:00:00,42796.84,42990.01,42735.2,42765.18,1451.62564,-0.0007398143508684323,
2022-01-12 11:00:00,42765.18,43443.6,42683.21,42935.92,2646.33241,0.003984551561140281,
2022-01-12 12:00:00,42935.92,43301.5,42874.01,43285.51,2409.05723,0.00810916533648831,
2022-01-12 13:00:00,43285.52,44078.4,43187.6,43920.97,5227.41461,0.014573945596620178,
2022-01-12 14:00:00,43920.96,43957.0,43676.18,43849.54,2481.51783,-0.0016276541122913666,
2022-01-12 15:00:00,43849.55,43933.0,43401.01,43560.29,2155.48087,-0.0066182729287716435,
